"","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore","Distance"
"Precision223",0,0,NA,0.505282565130261,0.00691118431617781,0.836764705882,0.55008,0.663791017782,273
"Precision222",0,0,NA,0.505739478957916,0.00826706247656485,0.836900369004,0.550142222222,0.663879006593,272
"Precision221",0,0,NA,0.506212424849699,0.00963353889178852,0.837037037037,0.550222222222,0.663980255351,271
"Precision220",0,0,NA,0.506701402805611,0.0110106844025384,0.83717472119,0.55032,0.664094768116,270
"Precision219",0,0,NA,0.507206412825651,0.0123985710479457,0.837313432836,0.550435555556,0.664222548072,269
"Precision218",0,0,NA,0.50772745490982,0.0137972720779767,0.837453183521,0.550568888889,0.664363597543,268
"Precision217",0,0,NA,0.508264529058116,0.0152068619661673,0.837593984962,0.55072,0.664517917985,267
"Precision216",0,0,NA,0.508817635270541,0.0166274164227096,0.837735849057,0.550888888889,0.664685509999,266
"Precision215",0,0,NA,0.509386773547094,0.0180590124078867,0.837878787879,0.551075555556,0.664866373328,265
"Precision214",0,0,NA,0.509971943887776,0.0195017281458711,0.838022813688,0.55128,0.665060506865,264
"Precision213",0,0,NA,0.510573146292585,0.0209556431388811,0.838167938931,0.551502222222,0.665267908656,263
"Precision212",0,0,NA,0.511190380761523,0.0224208381817095,0.838314176245,0.551742222222,0.665488575905,262
"Precision211",0,0,NA,0.511823647294589,0.0238973953766249,0.838461538462,0.552,0.665722504979,261
"Precision210",0,0,NA,0.512472945891784,0.0253853981486527,0.83861003861,0.552275555556,0.665969691412,260
"Precision209",0,0,NA,0.513138276553106,0.0268849312612428,0.838759689922,0.552568888889,0.666230129911,259
"Precision208",0,0,NA,0.513819639278557,0.0283960808323276,0.838910505837,0.55288,0.666503814363,258
"Precision207",0,0,NA,0.514517034068136,0.0299189343507809,0.8390625,0.553208888889,0.666790737837,257
"Precision206",0,0,NA,0.515230460921844,0.0314535806932785,0.839215686275,0.553555555556,0.667090892595,256
"Precision205",0,0,NA,0.515959919839679,0.0330001101415742,0.83937007874,0.55392,0.667404270095,255
"Precision204",0,0,NA,0.516705410821643,0.0345586144001906,0.8395256917,0.554302222222,0.667730860996,254
"Precision203",0,0,NA,0.517466933867735,0.0361291866145395,0.839682539683,0.554702222222,0.668070655171,253
"Precision202",0,0,NA,0.518244488977956,0.0377119213894729,0.83984063745,0.55512,0.668423641707,252
"Precision201",0,0,NA,0.519038076152305,0.0393069148082784,0.84,0.555555555556,0.668789808917,251
"Precision200",0,0,NA,0.519847695390782,0.0409142644521213,0.84016064257,0.556008888889,0.669169144345,250
"Precision199",0,0,NA,0.520673346693387,0.0425340694199449,0.840322580645,0.55648,0.669561634775,249
"Precision198",0,0,NA,0.52151503006012,0.0441664303488377,0.84048582996,0.556968888889,0.669967266238,248
"Precision197",0,0,NA,0.522372745490982,0.0458114494348761,0.840650406504,0.557475555556,0.670386024022,247
"Precision196",0,0,NA,0.523246492985972,0.047469230454448,0.840816326531,0.558,0.670817892679,246
"Precision195",0,0,NA,0.52413627254509,0.0491398787860735,0.840983606557,0.558542222222,0.671262856033,245
"Precision194",0,0,NA,0.525042084168337,0.0508235014327256,0.841152263374,0.559102222222,0.67172089719,244
"Precision193",0,0,NA,0.525963927855711,0.0525202070446664,0.84132231405,0.55968,0.67219199855,243
