"","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore","Distance"
"Precision265",0,0,NA,0.992031936127745,0.984063861548478,0.992083060769,0.992076224909,0.992079642827,265
"Precision264",0,0,NA,0.992031936127745,0.984063870634201,0.992082780047,0.992076453154,0.99207961659,264
"Precision263",0,0,NA,0.992031936127745,0.98406387414496,0.992082501663,0.992076683136,0.992079592391,263
"Precision262",0,0,NA,0.992031936127745,0.984063873251017,0.99208222559,0.992076914873,0.992079570224,262
"Precision261",0,0,NA,0.992031936127745,0.984063869025102,0.992081951799,0.992077148385,0.992079550086,261
"Precision260",0,0,NA,0.992031936127745,0.984063862442423,0.992081680261,0.992077383694,0.992079531973,260
"Precision259",0,0,NA,0.992031936127745,0.984063854380665,0.992081410949,0.99207762082,0.992079515881,259
"Precision258",0,0,NA,0.992031936127745,0.984063845619996,0.992081143835,0.992077859784,0.992079501807,258
"Precision257",0,0,NA,0.992031936127745,0.984063836843063,0.992080878893,0.992078100608,0.992079489748,257
"Precision256",0,0,NA,0.992031936127745,0.984063828634997,0.992080616096,0.992078343313,0.992079479703,256
"Precision255",0,0,NA,0.992031936127745,0.984063821483408,0.992080355418,0.992078587922,0.992079471669,255
"Precision254",0,0,NA,0.992031936127745,0.984063815778385,0.992080096834,0.992078834457,0.992079465645,254
"Precision253",0,0,NA,0.992031936127745,0.984063811812498,0.992079840319,0.992079082941,0.99207946163,253
"Precision252",0,0,NA,0.992031936127745,0.984063809780793,0.992079585848,0.992079333397,0.992079459622,252
"Precision251",0,0,NA,0.992031936127745,0.984063809780793,0.992079333397,0.992079585848,0.992079459622,251
"Precision250",0,0,NA,0.992031936127745,0.984063811812498,0.992079082941,0.992079840319,0.99207946163,250
"Precision249",0,0,NA,0.992031936127745,0.984063815778385,0.992078834457,0.992080096834,0.992079465645,249
"Precision248",0,0,NA,0.992031936127745,0.984063821483408,0.992078587922,0.992080355418,0.992079471669,248
"Precision247",0,0,NA,0.992031936127745,0.984063828634997,0.992078343313,0.992080616096,0.992079479703,247
"Precision246",0,0,NA,0.992031936127745,0.984063836843063,0.992078100608,0.992080878893,0.992079489748,246
"Precision245",0,0,NA,0.992031936127745,0.984063845619996,0.992077859784,0.992081143835,0.992079501807,245
"Precision244",0,0,NA,0.992031936127745,0.984063854380665,0.99207762082,0.992081410949,0.992079515881,244
"Precision243",0,0,NA,0.992031936127745,0.984063862442423,0.992077383694,0.992081680261,0.992079531973,243
"Precision242",0,0,NA,0.992031936127745,0.984063869025102,0.992077148385,0.992081951799,0.992079550086,242
"Precision241",0,0,NA,0.992031936127745,0.984063873251017,0.992076914873,0.99208222559,0.992079570224,241
"Precision240",0,0,NA,0.992031936127745,0.98406387414496,0.992076683136,0.992082501663,0.992079592391,240
"Precision239",0,0,NA,0.992031936127745,0.984063870634201,0.992076453154,0.992082780047,0.99207961659,239
"Precision238",0,0,NA,0.992031936127745,0.984063861548478,0.992076224909,0.992083060769,0.992079642827,238
